customer_id,external_customer_id,accepts_marketing,orders_count,number_active_subscriptions,number_subscriptions,first_charge_processed_at,created_at
66793583,3.53673E+12,1,2,0,3,9/28/21 0:06,6/15/21 23:46
66793584,3.34686E+12,0,12,0,18,7/18/21 3:28,6/15/21 23:46
66793585,2.90098E+12,,0,0,1,,6/15/21 23:46
66793586,2.52063E+12,,7,0,10,6/16/21 20:18,6/15/21 23:46
66793587,4.7418E+11,,0,0,3,,6/15/21 23:46
66793588,3.23495E+12,,1,0,0,1/6/22 16:14,6/15/21 23:46
66793589,6.6275E+11,0,0,0,1,,6/15/21 23:46
66793590,3.36472E+12,1,9,0,15,5/24/22 12:56,6/15/21 23:46
66793591,6.29001E+11,0,0,0,1,,6/15/21 23:46
66793592,3.12391E+12,,0,0,3,,6/15/21 23:46
66793593,2.92585E+12,0,0,0,1,,6/15/21 23:46
66793594,5.06196E+12,,0,0,1,,6/15/21 23:46
66793595,5.07388E+12,1,2,1,1,7/11/21 3:26,6/15/21 23:46
66793596,3.18877E+12,,0,0,16,,6/15/21 23:46
66793598,7.90546E+11,0,0,0,1,,6/15/21 23:46
66793599,3.23355E+12,,0,0,2,,6/15/21 23:46
66793601,4.68876E+11,0,0,0,0,,6/15/21 23:46
66793602,2.98391E+12,0,0,0,6,,6/15/21 23:46
66793603,3.51711E+12,,0,0,3,,6/15/21 23:46
66793605,5.07482E+12,0,7,0,7,9/28/21 14:23,6/15/21 23:46
66793606,7.20806E+11,,0,0,2,,6/15/21 23:46
66793607,2.21744E+12,0,0,0,3,,6/15/21 23:46
66793608,2.57028E+12,1,8,0,4,7/4/21 3:26,6/15/21 23:46
66793609,7.56929E+11,0,0,0,1,,6/15/21 23:46
66793610,3.68423E+11,0,0,0,1,,6/15/21 23:46
66793611,3.30063E+12,1,0,0,3,,6/15/21 23:46
66793613,5.053E+12,,1,0,1,6/21/21 3:35,6/15/21 23:46
66793614,5.0902E+12,,0,0,1,,6/15/21 23:46
66793615,3.23339E+11,,0,0,1,,6/15/21 23:46
66793616,4.78539E+11,0,0,0,1,,6/15/21 23:46
66793617,3.16756E+12,,0,0,1,,6/15/21 23:46
66793619,4.65868E+11,,0,0,2,,6/15/21 23:46
66793620,7.904E+11,,0,0,3,,6/15/21 23:46
66793621,6.67224E+11,,0,0,1,,6/15/21 23:46
66793622,2.86334E+12,0,10,2,7,6/18/22 13:56,6/15/21 23:46
66793623,5.15777E+12,,0,0,4,,6/15/21 23:46
66793624,3.51055E+12,1,0,0,4,,6/15/21 23:46
66793625,2.80497E+12,,0,0,6,,6/15/21 23:46
66793626,3.32243E+12,,0,0,3,,6/15/21 23:46
66793627,3.50175E+12,,0,0,3,,6/15/21 23:46
66793628,2.91761E+12,,0,0,1,,6/15/21 23:46
66793630,2.94061E+12,,0,0,1,,6/15/21 23:46
66793631,2.90799E+12,0,0,0,1,,6/15/21 23:46
66793632,7.86959E+11,,0,0,1,,6/15/21 23:46
66793633,3.36912E+12,,0,0,1,,6/15/21 23:46
66793635,2.90108E+12,,0,0,1,,6/15/21 23:46
66793636,2.90002E+12,,0,0,1,,6/15/21 23:47
66793637,2.14101E+12,,0,0,1,,6/15/21 23:47
66793638,3.22942E+12,1,0,0,4,,6/15/21 23:47
66793639,2.89643E+12,,0,0,1,,6/15/21 23:47
66793640,3.33277E+12,,0,0,4,,6/15/21 23:47
66793641,2.89395E+12,,0,0,1,,6/15/21 23:47
66793642,3.16643E+12,,0,0,1,,6/15/21 23:47
66793643,2.78785E+12,,0,0,5,,6/15/21 23:47
66793644,3.55343E+12,,3,0,2,7/20/21 16:15,6/15/21 23:47
66793645,5.08335E+12,,0,0,1,,6/15/21 23:47
66793646,8.92027E+11,,0,0,2,,6/15/21 23:47
66793647,2.99302E+12,0,0,0,1,,6/15/21 23:47
66793648,9.11603E+11,,0,0,1,,6/15/21 23:47
66793649,2.81138E+12,,0,0,8,,6/15/21 23:47
66793650,3.27731E+12,1,0,0,3,,6/15/21 23:47
66793651,6.89648E+11,1,0,0,1,,6/15/21 23:47
66793652,5.10251E+12,1,0,0,1,,6/15/21 23:47
66793653,1.77389E+12,0,0,0,3,,6/15/21 23:47
66793654,7.94555E+11,,0,0,1,,6/15/21 23:47
66793655,4.72018E+11,,0,0,1,,6/15/21 23:47
66793656,2.2309E+12,0,0,0,1,,6/15/21 23:47
66793657,6.73513E+11,,0,0,1,,6/15/21 23:47
66793658,2.8919E+12,,0,0,2,,6/15/21 23:47
66793659,3.3759E+12,,0,0,2,,6/15/21 23:47
66793660,2.90099E+12,,0,0,2,,6/15/21 23:47
66793661,5.09036E+12,0,21,1,1,6/21/21 14:31,6/15/21 23:47
66793662,3.27766E+12,,0,0,6,,6/15/21 23:47
66793664,3.37378E+12,,0,0,1,,6/15/21 23:47
66793665,3.34515E+12,,0,0,5,,6/15/21 23:47
66793666,8.28857E+11,0,0,0,1,,6/15/21 23:47
66793667,2.5896E+12,,0,0,1,,6/15/21 23:47
66793668,3.50086E+12,1,5,0,13,6/22/21 11:31,6/15/21 23:47
66793669,2.19409E+12,,0,0,0,,6/15/21 23:47
66793670,3.36623E+12,0,3,0,0,11/2/21 18:02,6/15/21 23:47
66793672,7.04913E+11,0,2,0,2,3/30/22 13:12,6/15/21 23:47
66793673,1.08681E+12,0,0,0,1,,6/15/21 23:47
66793674,3.08139E+12,,0,0,0,,6/15/21 23:47
66793676,7.05935E+11,0,0,0,1,,6/15/21 23:47
66793677,2.94613E+12,0,0,0,1,,6/15/21 23:47
66793678,8.27183E+11,1,8,2,13,4/27/22 0:39,6/15/21 23:47
66793679,2.97575E+12,1,18,0,12,6/27/21 3:28,6/15/21 23:47
66793680,6.59681E+11,,0,0,1,,6/15/21 23:47
66793681,3.23344E+12,,0,0,1,,6/15/21 23:47
66793682,3.27861E+12,0,0,0,2,,6/15/21 23:47
66793683,6.28104E+11,1,2,1,2,11/28/22 23:46,6/15/21 23:47
66793684,3.18635E+12,,0,0,2,,6/15/21 23:47
66793685,2.89611E+12,0,0,0,1,,6/15/21 23:47
66793688,2.88226E+12,,0,0,1,,6/15/21 23:47
66793689,2.06615E+12,0,4,0,9,7/11/21 23:41,6/15/21 23:47
66793690,2.9024E+12,1,18,7,18,8/1/21 4:00,6/15/21 23:47
66793691,2.81946E+12,,0,0,0,,6/15/21 23:47
66793692,3.44933E+12,,0,0,2,,6/15/21 23:47
66793693,2.86016E+12,,0,0,13,,6/15/21 23:47
66793695,6.36439E+11,,0,0,1,,6/15/21 23:47
66793696,3.00657E+12,,2,0,1,7/1/21 4:04,6/15/21 23:47
66793698,3.14869E+12,,0,0,0,,6/15/21 23:47
66793699,3.54411E+12,,0,0,0,,6/15/21 23:47
66793700,2.94704E+12,0,0,0,1,,6/15/21 23:47
66793701,4.6881E+11,0,2,0,8,7/11/21 3:26,6/15/21 23:47
66793702,3.18079E+12,,0,0,1,,6/15/21 23:47
66793703,6.70042E+11,,0,0,1,,6/15/21 23:47
66793704,5.05908E+12,0,0,0,5,,6/15/21 23:47
66793705,5.08655E+12,,0,0,1,,6/15/21 23:47
66793706,2.95222E+12,,0,0,1,,6/15/21 23:47
66793707,3.54264E+12,0,4,0,2,11/2/21 22:12,6/15/21 23:47
66793708,4.73007E+11,,0,0,3,,6/15/21 23:47
66793710,3.19547E+12,,0,0,1,,6/15/21 23:47
66793711,2.87076E+12,0,4,0,19,9/5/21 4:09,6/15/21 23:47
66793712,3.39494E+12,1,3,0,11,8/16/21 13:48,6/15/21 23:47
66793713,3.44353E+12,1,8,10,43,9/26/21 21:49,6/15/21 23:47
66793715,5.0265E+12,,0,0,7,,6/15/21 23:47
66793716,2.19336E+12,1,1,1,1,12/31/22 3:03,6/15/21 23:47
66793717,7.6057E+11,0,0,0,1,,6/15/21 23:47
66793718,2.01485E+12,1,16,3,14,7/7/21 17:36,6/15/21 23:47
66793719,4.88558E+11,0,0,0,1,,6/15/21 23:47
66793720,6.7448E+11,0,0,0,1,,6/15/21 23:47
66793721,2.25271E+12,,0,0,0,,6/15/21 23:47
66793723,3.26891E+12,1,17,2,5,6/27/21 8:44,6/15/21 23:47
66793724,2.86709E+12,0,0,0,3,,6/15/21 23:47
66793725,3.07746E+12,,3,0,8,8/15/21 3:55,6/15/21 23:47
66793727,2.21417E+12,,0,0,2,,6/15/21 23:47
66793728,4.68825E+11,,0,0,1,,6/15/21 23:47
66793729,8.96079E+11,,0,0,1,,6/15/21 23:47
66793730,5.10258E+12,,2,0,1,7/1/21 4:03,6/15/21 23:47
66793731,3.43775E+12,0,27,5,13,6/21/21 19:05,6/15/21 23:47
66793732,3.42932E+12,0,0,0,2,,6/15/21 23:47
66793733,3.08845E+12,1,17,0,20,7/7/21 3:42,6/15/21 23:47
66793734,2.74035E+12,,7,0,6,7/30/21 11:41,6/15/21 23:47
66793736,5.05666E+12,0,0,0,3,,6/15/21 23:47
66793737,5.03084E+12,,0,0,4,,6/15/21 23:47
66793738,2.69756E+12,1,18,4,109,7/10/21 13:28,6/15/21 23:47
66793740,3.30729E+12,,1,0,5,8/1/21 3:57,6/15/21 23:47
66793741,5.05752E+12,,3,0,3,6/25/21 3:44,6/15/21 23:47
66793742,3.54628E+12,,0,0,0,,6/15/21 23:47
66793743,3.11775E+12,1,13,0,4,8/24/21 11:12,6/15/21 23:47
66793744,2.1746E+12,,0,0,1,,6/15/21 23:47
66793746,3.16238E+12,0,5,0,3,9/28/21 0:03,6/15/21 23:47
66793747,5.10923E+12,,0,0,0,,6/15/21 23:47
66793748,7.76501E+11,1,6,2,4,6/27/22 17:27,6/15/21 23:47
66793749,3.52093E+12,1,3,0,6,11/14/21 19:33,6/15/21 23:47
66793750,2.24263E+12,,0,0,2,,6/15/21 23:47
66793751,7.64455E+11,0,0,0,1,,6/15/21 23:47
66793754,3.44307E+12,1,11,0,7,6/26/21 3:33,6/15/21 23:47
66793755,2.75658E+12,,0,0,6,,6/15/21 23:47
66793756,3.55341E+12,,0,0,1,,6/15/21 23:47
66793757,3.31602E+12,1,0,0,1,,6/15/21 23:47
66793758,6.51594E+11,1,3,1,1,7/11/21 3:27,6/15/21 23:47
66793759,2.84007E+12,1,9,0,18,7/8/21 3:34,6/15/21 23:47
66793760,3.52648E+12,,0,0,6,,6/15/21 23:47
66793761,3.50164E+11,1,2,0,5,5/8/22 15:43,6/15/21 23:47
66793762,3.03845E+12,1,4,0,5,6/21/21 20:30,6/15/21 23:47
66793763,3.09747E+12,0,1,0,20,7/26/21 11:32,6/15/21 23:47
66793764,6166433798,0,0,0,1,,6/15/21 23:47
66793766,3.32367E+12,,0,0,1,,6/15/21 23:47
66793767,6438559366,,0,0,2,,6/15/21 23:47
66793768,3.26065E+12,,0,0,2,,6/15/21 23:47
66793769,8.17389E+11,0,0,0,1,,6/15/21 23:47
66793770,8.11371E+11,0,0,0,2,,6/15/21 23:47
66793772,2.21533E+12,,0,0,2,,6/15/21 23:47
66793773,3.37611E+12,,0,0,3,,6/15/21 23:47
66793774,5.05103E+12,,1,0,2,12/19/21 3:36,6/15/21 23:47
66793775,8.34315E+11,,0,0,1,,6/15/21 23:47
66793776,7.16286E+11,1,0,0,1,,6/15/21 23:47
66793777,9.59345E+11,,0,0,1,,6/15/21 23:47
66793778,2.44887E+12,,0,0,1,,6/15/21 23:47
66793780,3.67485E+11,0,0,0,1,,6/15/21 23:47
66793781,2.97125E+12,,0,0,3,,6/15/21 23:47
66793782,3.07662E+12,0,1,0,11,3/30/22 13:13,6/15/21 23:47
66793783,2.61089E+12,1,20,4,6,7/5/21 3:59,6/15/21 23:47
66793785,5.03476E+12,,0,0,2,,6/15/21 23:47
66793786,6.7602E+11,0,0,0,1,,6/15/21 23:47
66793787,8.06201E+11,,0,0,1,,6/15/21 23:47
66793788,4.09509E+11,1,21,8,23,2/8/22 17:37,6/15/21 23:47
66793789,2.8619E+12,0,20,0,56,7/2/21 17:02,6/15/21 23:47
66793790,3.5053E+12,,0,0,1,,6/15/21 23:47
66793791,3.02238E+12,,0,0,1,,6/15/21 23:47
66793792,3.03735E+12,0,0,0,1,,6/15/21 23:47
66793793,3.04333E+12,0,4,1,6,7/14/22 17:12,6/15/21 23:47
66793794,3.34655E+12,0,21,3,14,6/30/21 0:16,6/15/21 23:47
66793795,2.9171E+12,0,0,0,1,,6/15/21 23:47
66793796,2.64475E+12,0,0,0,1,,6/15/21 23:47
66793797,1.08789E+12,0,0,0,1,,6/15/21 23:47
66793798,2.93207E+12,,0,0,2,,6/15/21 23:47
66793799,2.89706E+12,0,2,0,0,7/15/21 16:07,6/15/21 23:47
66793801,3.517E+12,,0,0,10,,6/15/21 23:47
66793803,2.75032E+12,,0,0,8,,6/15/21 23:47
66793804,7.10293E+11,,0,0,1,,6/15/21 23:47
66793805,3.50522E+12,,0,0,2,,6/15/21 23:47
66793806,7.58404E+11,0,0,0,1,,6/15/21 23:47
66793807,7.78682E+11,,0,0,1,,6/15/21 23:47
66793808,8.07305E+11,0,0,0,1,,6/15/21 23:47
66793809,2.76749E+12,,0,0,1,,6/15/21 23:47
66793810,3.51101E+12,,3,0,2,7/13/21 3:37,6/15/21 23:47
66793811,4.0137E+11,0,0,0,1,,6/15/21 23:47
66793812,2.68093E+12,,0,0,5,,6/15/21 23:47
66793813,3.39215E+12,,0,0,1,,6/15/21 23:47
66793815,2.67159E+12,1,16,8,57,6/21/21 20:26,6/15/21 23:47
66793816,5.11689E+12,0,16,4,5,8/13/21 3:39,6/15/21 23:47
66793817,3.31641E+12,0,5,0,1,6/21/21 20:29,6/15/21 23:47
66793820,6.85158E+11,0,0,0,1,,6/15/21 23:47
66793821,5.05224E+12,0,10,0,7,6/20/21 3:34,6/15/21 23:47
66793824,8.19796E+11,1,3,0,5,6/29/21 3:28,6/15/21 23:47
66793827,7.14362E+11,,0,0,1,,6/15/21 23:47
66793828,3.48846E+12,,0,0,1,,6/15/21 23:47
66793829,9.59209E+11,0,0,0,1,,6/15/21 23:47
66793830,3.31006E+12,,0,0,1,,6/15/21 23:47
66793831,3.54648E+12,0,0,0,1,,6/15/21 23:47
66793832,6.27333E+11,,0,0,3,,6/15/21 23:47
66793833,2.95203E+12,,0,0,0,,6/15/21 23:47
66793835,7.6815E+11,0,0,0,1,,6/15/21 23:47
66793836,3.52118E+12,,0,0,4,,6/15/21 23:47
66793837,3.10778E+12,0,2,0,16,11/27/22 15:13,6/15/21 23:47
66793839,4.83356E+11,0,0,0,9,,6/15/21 23:47
66793840,3.4851E+12,1,1,0,7,12/16/21 11:19,6/15/21 23:47
66793841,2.883E+12,,0,0,5,,6/15/21 23:47
66793842,3.31224E+12,1,34,8,21,6/28/21 4:33,6/15/21 23:47
66793843,4.78635E+11,1,0,0,5,,6/15/21 23:47
66793844,2.97226E+12,1,3,0,5,7/22/21 3:36,6/15/21 23:47
66793846,2.82362E+12,,9,0,0,7/4/21 3:26,6/15/21 23:47
66793848,3.07016E+12,1,16,0,68,2/21/22 23:33,6/15/21 23:47
66793849,5.07127E+12,,0,0,1,,6/15/21 23:47
66793850,3.39675E+12,,0,0,3,,6/15/21 23:47
66793851,3.18423E+12,,0,0,1,,6/15/21 23:47
66793852,2.69391E+12,0,4,0,5,8/20/21 18:27,6/15/21 23:47
66793853,6.85767E+11,0,0,0,1,,6/15/21 23:47
66793854,3.39214E+12,0,10,0,11,6/21/21 20:26,6/15/21 23:47
66793855,2.25731E+12,,0,0,0,,6/15/21 23:47
66793856,6.22345E+11,0,0,0,1,,6/15/21 23:47
66793858,2.86951E+12,0,0,0,2,,6/15/21 23:47
66793859,9.97613E+11,0,0,0,1,,6/15/21 23:47
66793860,3.17108E+12,,0,0,1,,6/15/21 23:47
66793862,2.82172E+12,,0,0,1,,6/15/21 23:47
66793863,7.79098E+11,0,0,0,1,,6/15/21 23:47
66793865,3.23797E+11,,0,0,1,,6/15/21 23:47
66793867,6.53432E+11,,0,0,1,,6/15/21 23:47
66793869,3.10315E+12,0,4,0,15,6/21/21 20:26,6/15/21 23:47
66793870,3.24868E+12,,3,0,1,7/29/21 3:35,6/15/21 23:47
66793872,3.42094E+12,,3,0,2,7/6/21 16:16,6/15/21 23:47
66793873,2.29483E+12,0,0,0,0,,6/15/21 23:47
66793874,8.00266E+11,,0,0,0,,6/15/21 23:47
66793875,3.20827E+12,,0,0,9,,6/15/21 23:47
66793877,5.11016E+12,,0,0,1,,6/15/21 23:47
66793878,3.50413E+12,0,0,0,5,,6/15/21 23:47
66793879,6.70893E+11,,0,0,1,,6/15/21 23:47
66793880,7.24261E+11,,0,0,0,,6/15/21 23:47
66793881,3.55566E+12,0,0,0,3,,6/15/21 23:47
66793882,4.73059E+11,0,19,0,57,6/27/21 23:41,6/15/21 23:47
66793883,2.7798E+12,1,3,0,2,4/28/22 17:54,6/15/21 23:47
66793884,2.89928E+12,0,0,0,17,,6/15/21 23:47
66793885,3.53269E+12,0,12,0,21,6/27/21 3:28,6/15/21 23:47
66793886,3.33373E+12,,6,0,7,6/21/21 15:26,6/15/21 23:47
66793887,7.95468E+11,,0,0,2,,6/15/21 23:47
66793888,4.69196E+11,0,0,0,2,,6/15/21 23:47
66793889,3.44984E+12,,0,0,1,,6/15/21 23:47
66793890,2.91545E+12,1,46,0,8,6/24/21 13:12,6/15/21 23:47
66793891,2.7611E+12,0,0,0,2,,6/15/21 23:47
66793892,3.38834E+12,,0,0,1,,6/15/21 23:47
66793893,2.65276E+12,0,3,5,41,11/26/21 19:56,6/15/21 23:47
66793894,3.39065E+12,0,0,0,3,,6/15/21 23:47
66793895,3.14578E+12,,1,0,17,6/21/21 20:30,6/15/21 23:47
66793896,3.4252E+12,1,13,0,13,7/2/21 3:16,6/15/21 23:47
66793897,5.06587E+12,0,0,0,2,,6/15/21 23:47
66793898,5.11845E+12,,0,0,6,,6/15/21 23:47
66793899,5.06777E+12,0,0,0,0,,6/15/21 23:47
66793900,5.11549E+12,0,4,0,15,9/10/21 17:07,6/15/21 23:47
66793901,6.65931E+11,,0,0,1,,6/15/21 23:47
66793902,3.00993E+12,0,0,0,1,,6/15/21 23:47
66793903,3.42776E+12,0,0,0,0,,6/15/21 23:48
66793904,6.24876E+11,,0,0,2,,6/15/21 23:48
66793905,2.90042E+12,,0,0,1,,6/15/21 23:48
66793906,8.76692E+11,,0,0,1,,6/15/21 23:48
66793907,7.25324E+11,,0,0,0,,6/15/21 23:48
66793909,8.65989E+11,,0,0,1,,6/15/21 23:48
66793911,2.82443E+12,,0,0,0,,6/15/21 23:48
66793912,2.799E+12,,0,0,5,,6/15/21 23:48
66793913,2.95634E+12,,0,0,1,,6/15/21 23:48
66793914,7.90275E+11,,0,0,1,,6/15/21 23:48
66793915,3.90235E+11,,0,0,1,,6/15/21 23:48
66793916,3.25428E+12,1,30,26,31,7/5/21 4:00,6/15/21 23:48
66793917,5.05097E+12,,0,0,1,,6/15/21 23:48
66793918,2.8901E+12,,0,0,3,,6/15/21 23:48
66793919,2.67269E+12,,0,0,6,,6/15/21 23:48
66793920,5.05653E+12,1,18,2,3,6/24/21 3:56,6/15/21 23:48
66793921,3.53859E+12,,0,0,5,,6/15/21 23:48
66793922,9.65433E+11,1,0,0,1,,6/15/21 23:48
66793923,3.32338E+12,0,4,0,0,7/16/21 3:45,6/15/21 23:48
66793924,2.19028E+12,1,18,0,1,7/8/21 3:34,6/15/21 23:48
66793925,2.8028E+12,,3,0,16,9/29/21 17:56,6/15/21 23:48
66793926,3.04103E+12,,0,0,1,,6/15/21 23:48
66793927,3.41731E+12,1,20,1,13,6/21/21 20:31,6/15/21 23:48
66793929,6.51947E+11,,0,0,4,,6/15/21 23:48
66793930,3.51941E+12,0,0,0,1,,6/15/21 23:48
66793931,4.7319E+11,,0,0,1,,6/15/21 23:48
66793932,3.09597E+12,0,0,0,1,,6/15/21 23:48
66793933,3.17035E+12,0,0,0,2,,6/15/21 23:48
66793934,6.26456E+11,,0,0,1,,6/15/21 23:48
66793935,2.24326E+12,0,1,0,0,7/14/21 11:31,6/15/21 23:48
66793936,8.07487E+11,0,0,0,1,,6/15/21 23:48
66793937,7.00619E+11,1,3,5,17,6/20/22 19:16,6/15/21 23:48
66793938,4.1269E+11,,0,0,0,,6/15/21 23:48
66793939,6.60144E+11,,0,0,1,,6/15/21 23:48
66793940,3.55884E+12,,1,0,2,6/22/21 11:23,6/15/21 23:48
66793943,7.49182E+11,0,0,0,1,,6/15/21 23:48
66793944,6.57462E+11,0,0,0,1,,6/15/21 23:48
66793945,2.9086E+12,1,2,0,10,7/15/22 9:26,6/15/21 23:48
66793947,5.04456E+12,1,2,0,12,9/6/21 21:24,6/15/21 23:48
66793948,1.80729E+12,,0,0,1,,6/15/21 23:48
66793949,7.37977E+11,,0,0,0,,6/15/21 23:48
66793950,3.14895E+12,1,1,0,8,7/12/22 7:57,6/15/21 23:48
66793951,2.23723E+12,1,9,5,42,6/26/21 8:28,6/15/21 23:48
66793952,2.57031E+12,,0,0,0,,6/15/21 23:48
66793953,3.24543E+12,1,22,2,9,6/21/21 20:31,6/15/21 23:48
66793954,7.0226E+11,,0,0,2,,6/15/21 23:48
66793955,2.83158E+12,0,3,0,3,7/14/21 3:35,6/15/21 23:48
66793957,7.0405E+11,,0,0,2,,6/15/21 23:48
66793958,3.09751E+12,,2,0,1,7/7/21 3:42,6/15/21 23:48
66793959,2.74268E+12,,0,0,1,,6/15/21 23:48
66793962,1.7697E+12,,0,0,1,,6/15/21 23:48
66793963,2.87378E+12,,0,0,1,,6/15/21 23:48
66793964,3.40951E+12,,0,0,2,,6/15/21 23:48
66793966,7.18891E+11,0,0,0,6,,6/15/21 23:48
66793967,2.84282E+12,0,0,0,1,,6/15/21 23:48
66793968,1.07839E+12,0,0,0,11,,6/15/21 23:48
66793969,7.57322E+11,,0,0,1,,6/15/21 23:48
66793970,9.07227E+11,0,0,0,1,,6/15/21 23:48
66793972,1.75336E+12,0,26,7,19,6/21/21 20:31,6/15/21 23:48
66793973,6.51034E+11,,0,0,1,,6/15/21 23:48
66793974,2.70903E+12,0,0,0,2,,6/15/21 23:48
66793975,3.07321E+12,,0,0,5,,6/15/21 23:48
66793977,5.10745E+12,1,15,15,37,8/26/21 12:26,6/15/21 23:48
66793978,7.03748E+11,,0,0,1,,6/15/21 23:48
66793979,4.84617E+11,,0,0,1,,6/15/21 23:48
66793980,2.57207E+12,,0,0,1,,6/15/21 23:48
66793981,3.25267E+12,1,37,2,11,7/19/21 13:41,6/15/21 23:48
66793982,2.68674E+12,0,0,0,4,,6/15/21 23:48
66793984,2.82595E+12,0,7,0,4,6/25/21 3:42,6/15/21 23:48
66793985,8.2201E+11,,0,0,1,,6/15/21 23:48
66793986,2.69747E+12,0,0,0,2,,6/15/21 23:48
66793987,3.25371E+12,,0,0,1,,6/15/21 23:48
66793988,9.73844E+11,0,0,0,0,,6/15/21 23:48
66793989,3.30598E+12,,1,0,3,7/12/21 3:34,6/15/21 23:48
66793990,7.01302E+11,,0,0,3,,6/15/21 23:48
66793991,3.31988E+12,,0,0,7,,6/15/21 23:48
66793992,2.43953E+12,,0,0,1,,6/15/21 23:48
66793993,3.05986E+12,0,13,0,14,11/25/21 18:57,6/15/21 23:48
66793994,3.46671E+12,1,5,1,12,11/26/21 21:23,6/15/21 23:48
66793995,3.48256E+12,,0,0,1,,6/15/21 23:48
66793996,3.17129E+12,0,0,0,5,,6/15/21 23:48
66793997,2.65269E+12,,0,0,0,,6/15/21 23:48
66793998,3.52881E+12,1,3,0,7,11/30/21 5:27,6/15/21 23:48
66793999,5.05043E+12,,5,0,2,6/19/21 3:28,6/15/21 23:48
66794001,3.3819E+12,,2,0,1,6/24/21 3:56,6/15/21 23:48
66794002,3.53964E+12,1,20,17,31,7/17/21 0:09,6/15/21 23:48
66794004,1.03069E+12,,0,0,8,,6/15/21 23:48
66794005,6.79502E+11,,0,0,1,,6/15/21 23:48
66794006,9.55568E+11,0,0,0,1,,6/15/21 23:48
66794007,2.14449E+12,,0,0,1,,6/15/21 23:48
66794008,9.3101E+11,,0,0,4,,6/15/21 23:48
66794009,3.37248E+12,1,7,0,39,8/25/21 20:38,6/15/21 23:48
66794012,2.19767E+12,0,0,0,3,,6/15/21 23:48
66794013,2.90228E+12,0,0,0,1,,6/15/21 23:48
66794014,2.88387E+12,,0,0,4,,6/15/21 23:48
66794015,6435325446,0,0,0,1,,6/15/21 23:48
66794016,2.68422E+12,,0,0,3,,6/15/21 23:48
66794017,2.7522E+12,,0,0,4,,6/15/21 23:48
66794018,9.76485E+11,,0,0,1,,6/15/21 23:48
66794019,7.63084E+11,,0,0,1,,6/15/21 23:48
66794020,4.31086E+11,,0,0,5,,6/15/21 23:48
66794021,2.69223E+12,,3,0,4,7/3/21 3:29,6/15/21 23:48
66794023,4.55271E+11,,0,0,1,,6/15/21 23:48
66794024,3.42371E+12,0,4,0,3,6/27/21 3:28,6/15/21 23:48
66794025,2.67201E+12,,0,0,1,,6/15/21 23:48
66794026,2.67428E+12,0,0,0,0,,6/15/21 23:48
66794027,7.40818E+11,1,15,0,28,7/11/21 1:28,6/15/21 23:48
66794028,8.23022E+11,,0,0,1,,6/15/21 23:48
66794029,9.80608E+11,0,0,0,1,,6/15/21 23:48
66794030,2.67123E+12,,6,0,7,7/1/21 4:04,6/15/21 23:48
66794032,3.55192E+12,0,0,0,2,,6/15/21 23:48
66794033,5.05381E+12,,0,0,1,,6/15/21 23:48
66794034,9.49456E+11,,0,0,1,,6/15/21 23:48
66794035,8.08363E+11,0,0,0,1,,6/15/21 23:48
66794037,2.94183E+12,,0,0,2,,6/15/21 23:48
66794038,4.10529E+11,1,26,8,38,6/22/21 11:24,6/15/21 23:48
66794039,3.37021E+12,,0,0,13,,6/15/21 23:48
66794040,3.35221E+12,0,0,0,2,,6/15/21 23:48
66794041,2.16569E+12,,0,0,1,,6/15/21 23:48
66794042,2.86081E+12,1,19,4,5,7/2/21 3:17,6/15/21 23:48
66794043,7.93032E+11,0,0,0,1,,6/15/21 23:48
66794044,2.78454E+12,,0,0,1,,6/15/21 23:48
66794045,3.50566E+12,,0,0,1,,6/15/21 23:48
66794046,6.31164E+11,,0,0,2,,6/15/21 23:48
66794047,3.12409E+12,0,1,0,7,8/25/21 14:30,6/15/21 23:48
66794048,1.07617E+12,1,1,0,10,11/29/21 22:45,6/15/21 23:48
66794049,2.59563E+12,1,19,0,22,8/12/21 10:17,6/15/21 23:48
66794050,2.44579E+12,0,0,0,1,,6/15/21 23:48
66794051,6.23647E+11,0,0,0,5,,6/15/21 23:48
66794052,3.16134E+12,0,0,0,1,,6/15/21 23:48
66794053,4.69008E+11,0,0,0,1,,6/15/21 23:48
66794054,3.0512E+12,0,0,0,1,,6/15/21 23:48
66794058,3.5491E+12,1,13,5,43,11/12/21 11:29,6/15/21 23:48
66794060,2.62739E+12,1,9,2,2,6/25/21 3:43,6/15/21 23:48
66794061,8.71515E+11,,0,0,1,,6/15/21 23:48
66794062,2.44195E+12,1,0,0,1,,6/15/21 23:48
66794063,3.39765E+12,,0,0,1,,6/15/21 23:48
66794064,5.04209E+12,1,19,2,5,7/12/21 3:34,6/15/21 23:48
66794065,2.24772E+12,,0,0,1,,6/15/21 23:48
66794066,7.04183E+11,,0,0,1,,6/15/21 23:48
66794068,2.82013E+12,0,0,0,1,,6/15/21 23:48
66794069,6.98976E+11,0,0,0,1,,6/15/21 23:48
66794070,4.71771E+11,1,2,0,5,1/3/23 23:16,6/15/21 23:48
66794071,3.32054E+12,,0,0,1,,6/15/21 23:48
66794072,2.93778E+12,,1,0,2,6/17/21 20:45,6/15/21 23:48
66794073,2.92424E+12,1,30,15,39,6/21/21 20:26,6/15/21 23:48
66794074,3.19155E+12,0,19,0,29,7/4/21 14:39,6/15/21 23:48
