active_months,customer_id,quantity_active_subscriptions
2022-05,66798116,1
2022-05,66966469,1
2022-05,67000914,2
2022-05,67063011,1
2022-05,67119186,2
2022-05,67281906,4
2022-05,67308599,1
2022-05,67321925,2
2022-05,67338031,1
2022-05,67397908,4
2022-05,67480754,1
2022-05,67498922,11
2022-05,67537369,1
2022-05,67762034,2
2022-05,67842946,1
2022-05,67882546,1
2022-05,67984313,7
2022-05,68076581,5
2022-05,68127100,1
2022-05,68159983,4
2022-05,68161551,1
2022-05,68163033,1
2022-05,68208985,2
2022-05,68212373,2
2022-05,68226637,1
2022-05,68227924,1
2022-05,68247427,2
2022-05,68281085,1
2022-05,68284696,3
2022-05,68294150,1
2022-05,68319224,1
2022-05,68339509,1
2022-05,68397329,4
2022-05,68407357,4
2022-05,68407472,4
2022-05,68411428,1
2022-05,68428083,1
2022-05,68465354,3
2022-05,68510844,3
2022-05,68548720,2
2022-05,68601613,10
2022-05,68613042,3
2022-05,68630883,1
2022-05,68659213,3
2022-05,68730312,7
2022-05,68730647,2
2022-05,68769520,1
2022-05,68773970,5
2022-05,68775025,1
2022-05,68775071,6
2022-05,68784589,7
2022-05,68802002,1
2022-05,68803897,1
2022-05,68810775,1
2022-05,68814995,1
2022-05,68819526,8
2022-05,68836220,7
2022-05,68871807,3
2022-05,68957726,2
2022-05,68977239,6
2022-05,69007095,1
2022-05,69073455,1
2022-05,69088429,7
2022-05,69122611,3
2022-05,69212299,2
2022-05,69250959,16
2022-05,69258638,1
2022-05,69286027,21
2022-05,69286290,1
2022-05,69391848,6
2022-05,69478133,3
2022-05,69537875,3
2022-05,69679089,1
2022-05,69688612,4
2022-05,69697403,1
2022-05,69702027,2
2022-05,69706774,5
2022-05,69715293,17
2022-05,69727448,4
2022-05,69808280,1
2022-05,69814585,7
2022-05,69858062,4
2022-05,69915296,1
2022-05,69917092,2
2022-05,69928781,2
2022-05,69939093,9
2022-05,69951093,1
2022-05,69995079,1
2022-05,70029132,1
2022-05,70036958,1
2022-05,70047198,2
2022-05,70053270,1
2022-05,70053842,1
2022-05,70063072,1
2022-05,70088338,2
2022-05,70093327,1
2022-05,70099015,5
2022-05,70137790,4
2022-05,70174775,5
2022-05,70178035,1
2022-05,70193164,1
2022-05,70214804,1
2022-05,70238390,3
2022-05,70249037,4
2022-05,70287229,2
2022-05,70302346,1
2022-05,70303537,2
2022-05,70349442,1
2022-05,70405206,1
2022-05,70408371,9
2022-05,70411139,3
2022-05,70420322,1
2022-05,70474583,4
2022-05,70487178,5
2022-05,70517149,1
2022-05,70525558,1
2022-05,70552378,6
2022-05,70554890,1
2022-05,70558319,1
2022-05,70601610,1
2022-05,70602499,5
2022-05,70630989,5
2022-05,70665288,2
2022-05,70729140,2
2022-05,70765891,1
2022-05,70766525,1
2022-05,70767187,3
2022-05,70772897,5
2022-05,70788187,2
2022-05,70807334,1
2022-05,70855941,7
2022-05,70867364,7
2022-05,70882894,4
2022-05,70922872,3
2022-05,70930071,1
2022-05,70932135,2
2022-05,70939961,5
2022-05,70964509,1
2022-05,70969636,6
2022-05,70976255,1
2022-05,70980440,1
2022-05,71002790,9
2022-05,71039819,1
2022-05,71114402,4
2022-05,71155459,5
2022-05,71175668,2
2022-05,71179210,1
2022-05,71196871,2
2022-05,71198701,5
2022-05,71200559,7
2022-05,71200952,2
2022-05,71204736,5
2022-05,71227337,5
2022-05,71229066,3
2022-05,71237234,1
2022-05,71320169,1
2022-05,71337027,2
2022-05,71359568,1
2022-05,71362201,2
2022-05,71366324,6
2022-05,71374304,6
2022-05,71406540,1
2022-05,71413282,2
2022-05,71415322,10
2022-05,71461845,2
2022-05,71556187,1
2022-05,71587993,3
2022-05,71593484,5
2022-05,71602677,1
2022-05,71604122,5
2022-05,71613186,2
2022-05,71632393,3
2022-05,71655615,3
2022-05,71713106,1
2022-05,71745722,1
2022-05,71770272,1
2022-05,71773746,1
2022-05,71774594,3
2022-05,71800819,2
2022-05,71807977,5
2022-05,71808170,2
2022-05,71838443,2
2022-05,71856911,3
2022-05,71860065,2
2022-05,71870109,1
2022-05,71889854,12
2022-05,71895802,5
2022-05,71898483,1
2022-05,71902411,1
2022-05,71911812,1
2022-05,71941153,2
2022-05,71944796,5
2022-05,71969968,5
2022-05,71970155,3
2022-05,71973490,1
2022-05,71981080,1
2022-05,71985102,1
2022-05,71988770,2
2022-05,72018913,3
2022-05,72033537,3
2022-05,72095149,2
2022-05,72118618,2
2022-05,72118702,1
2022-05,72121026,1
2022-05,72121434,3
2022-05,72122231,2
2022-05,72127816,9
2022-05,72137955,2
2022-05,72160416,1
2022-05,72169116,1
2022-05,72190173,2
2022-05,72200860,4
2022-05,72202861,9
2022-05,72207786,2
2022-05,72229705,1
2022-05,72249682,3
2022-05,72263528,1
2022-05,72269600,1
2022-05,72272751,2
2022-05,72272781,2
2022-05,72273668,1
2022-05,72339182,1
2022-05,72386157,3
2022-05,72443498,2
2022-05,72448652,1
2022-05,72449256,4
2022-05,72453985,3
2022-05,72491983,1
2022-05,72494932,6
2022-05,72496624,3
2022-05,72501307,3
2022-05,72552094,1
2022-05,72559207,1
2022-05,72612960,1
2022-05,72614479,10
2022-05,72652578,1
2022-05,72687881,1
2022-05,72708455,2
2022-05,72709234,1
2022-05,72736378,2
2022-05,72818549,3
2022-05,72949556,3
2022-05,72958756,1
2022-05,73006797,2
2022-05,73007939,1
2022-05,73025976,3
2022-05,73074139,1
2022-05,73097908,2
2022-05,73134230,4
2022-05,73192778,1
2022-05,73199749,8
2022-05,73217741,4
2022-05,73220319,1
2022-05,73225341,7
2022-05,73226800,4
2022-05,73242325,6
2022-05,73250290,1
2022-05,73252688,2
2022-05,73258635,4
2022-05,73291118,3
2022-05,73309196,8
2022-05,73314015,4
2022-05,73320982,4
2022-05,73373360,2
2022-05,73403279,7
2022-05,73418044,3
2022-05,73444372,1
2022-05,73462508,2
2022-05,73529965,4
2022-05,73540210,1
2022-05,73546978,1
2022-05,73557621,4
2022-05,73564837,4
2022-05,73594540,1
2022-05,73604002,1
2022-05,73649946,6
2022-05,73652611,1
2022-05,73710957,3
2022-05,73721491,2
2022-05,73867210,1
2022-05,73879925,1
2022-05,73884766,5
2022-05,73916015,3
2022-05,73925981,3
2022-05,73949103,2
2022-05,73977646,2
2022-05,73989701,1
2022-05,73995585,7
2022-05,74007752,6
2022-05,74033168,2
2022-05,74046605,1
2022-05,74065591,1
2022-05,74070736,8
2022-05,74087968,5
2022-05,74117592,3
2022-05,74134456,2
2022-05,74167829,1
2022-05,74206261,4
2022-05,74210924,5
2022-05,74211535,2
2022-05,74220961,2
2022-05,74243688,1
2022-05,74249854,2
2022-05,74274061,2
2022-05,74274396,7
2022-05,74276101,2
2022-05,74299935,1
2022-05,74319158,1
2022-05,74325815,3
2022-05,74339647,2
2022-05,74347477,4
2022-05,74357409,3
2022-05,74399807,2
2022-05,74428695,1
2022-05,74440456,3
2022-05,74471223,1
2022-05,74488392,1
2022-05,74494253,4
2022-05,74504666,1
2022-05,74506246,6
2022-05,74515002,4
2022-05,74516851,1
2022-05,74517866,3
2022-05,74604748,1
2022-05,74629229,2
2022-05,74641822,2
2022-05,74666502,10
2022-05,74667535,5
2022-05,74671249,1
2022-05,74692967,2
2022-05,74709871,2
2022-05,74720133,2
2022-05,74723452,6
2022-05,74728870,1
2022-05,74738997,3
2022-05,74742322,1
2022-05,74781378,5
2022-05,74781475,3
2022-05,74782028,6
2022-05,74784990,1
2022-05,74797589,1
2022-05,74829701,2
2022-05,74852791,4
2022-05,74884614,1
2022-05,74891747,6
2022-05,74928309,1
2022-05,74936555,1
2022-05,74938538,1
2022-05,74980410,5
2022-05,74983017,2
2022-05,75014591,6
2022-05,75070239,3
2022-05,75089532,4
2022-05,75179894,4
2022-05,75187310,4
2022-05,75217431,1
2022-05,75265593,1
2022-05,75282923,2
2022-05,75294771,1
2022-05,75298243,1
2022-05,75309505,2
2022-05,75315399,2
2022-05,75330194,2
2022-05,75331905,2
2022-05,75360924,15
2022-05,75369869,2
2022-05,75373223,1
2022-05,75382117,4
2022-05,75397639,5
2022-05,75403663,4
2022-05,75413025,1
2022-05,75423639,2
2022-05,75438934,5
2022-05,75446663,17
2022-05,75456239,1
2022-05,75483881,2
2022-05,75484553,4
2022-05,75484905,5
2022-05,75500280,6
2022-05,75504735,1
2022-05,75537426,5
2022-05,75550685,2
2022-05,75550880,1
2022-05,75565835,1
2022-05,75572773,7
2022-05,75573144,3
2022-05,75580837,4
2022-05,75588960,7
2022-05,75591882,12
2022-05,75598506,1
2022-05,75622759,1
2022-05,75634818,5
2022-05,75640606,4
2022-05,75645662,18
2022-05,75651571,3
2022-05,75656172,1
2022-05,75666754,5
2022-05,75674161,4
2022-05,75682807,7
2022-05,75720511,2
2022-05,75753147,4
2022-05,75756790,4
2022-05,75764440,2
2022-05,75813139,10
2022-05,75823772,4
2022-05,75824698,2
2022-05,75890209,2
2022-05,75896171,1
2022-05,75896577,3
2022-05,75897389,1
2022-05,75900909,6
2022-05,75914261,2
2022-05,75972882,1
2022-05,76026616,3
2022-05,76056486,6
2022-05,76058620,1
2022-05,76119103,1
2022-05,76135111,8
2022-05,76159222,1
2022-05,76178548,4
2022-05,76184623,3
2022-05,76222158,3
2022-05,76224364,2
2022-05,76226290,3
2022-05,76234602,1
2022-05,76237839,2
2022-05,76251461,2
2022-05,76255018,7
2022-05,76255600,5
2022-05,76256966,3
2022-05,76262706,7
2022-05,76274165,3
2022-05,76278302,8
2022-05,76287687,7
2022-05,76292159,1
2022-05,76302217,2
2022-05,76302905,5
2022-05,76310604,2
2022-05,76311306,3
2022-05,76320262,5
2022-05,76347121,4
2022-05,76351071,3
2022-05,76367688,1
2022-05,76372018,3
2022-05,76377902,13
2022-05,76389806,1
2022-05,76391853,1
2022-05,76395645,9
2022-05,76398328,2
2022-05,76420040,1
2022-05,76448540,3
2022-05,76450823,1
2022-05,76451152,9
2022-05,76454289,1
2022-05,76455423,12
2022-05,76457348,9
2022-05,76478685,2
2022-05,76500821,2
2022-05,76504149,3
2022-05,76511643,2
2022-05,76538443,3
2022-05,76551429,3
2022-05,76558846,5
2022-05,76572442,6
2022-05,76575610,6
2022-05,76576746,2
2022-05,76592184,13
2022-05,76597854,5
2022-05,76618367,1
2022-05,76625174,2
2022-05,76628211,5
2022-05,76637484,1
2022-05,76644806,1
2022-05,76661874,3
2022-05,76663603,2
2022-05,76665491,1
2022-05,76668490,2
2022-05,76680145,1
2022-05,76680709,9
2022-05,76688619,2
2022-05,76695812,4
2022-05,76697805,2
2022-05,76698957,3
2022-05,76702610,6
2022-05,76709258,4
2022-05,76730091,1
2022-05,76742463,2
2022-05,76753013,2
2022-05,76764909,9
2022-05,76794269,2
2022-05,76845989,1
2022-05,76870957,3
2022-05,76960928,1
2022-05,77005328,2
2022-05,77056598,3
2022-05,77135769,4
2022-05,77187435,5
2022-05,77202273,1
2022-05,77271586,1
2022-05,77322273,4
2022-05,77362040,7
2022-05,77440419,1
2022-05,77455841,2
2022-05,77483715,1
2022-05,77487707,5
2022-05,77487944,5
2022-05,77530410,1
2022-05,77592539,4
2022-05,77636318,2
2022-05,77704684,9
2022-05,77709778,1
2022-05,77732166,6
2022-05,77736742,6
2022-05,77781960,2
2022-05,77825713,3
2022-05,77828363,4
2022-05,77834994,2
2022-05,77835741,3
2022-05,77836824,1
2022-05,77839685,3
2022-05,77841149,8
2022-05,77841565,6
2022-05,77842086,2
2022-05,77858578,3
2022-05,77865064,2
2022-05,77894978,2
2022-05,77927191,1
2022-05,77928987,4
2022-05,77944466,1
2022-05,77947228,10
2022-05,77961518,1
2022-05,77961535,1
2022-05,77988650,1
2022-05,78002074,3
2022-05,78015437,2
2022-05,78026460,5
2022-05,78028026,3
2022-05,78034326,6
2022-05,78070493,2
2022-05,78081044,1
2022-05,78116710,12
2022-05,78129400,12
2022-05,78141994,4
2022-05,78167482,10
2022-05,78167955,1
2022-05,78188771,4
2022-05,78188818,1
2022-05,78190620,4
2022-05,78198254,1
2022-05,78213739,1
2022-05,78225904,6
2022-05,78230002,2
2022-05,78242069,5
2022-05,78271104,2
2022-05,78287082,1
2022-05,78295492,2
2022-05,78307958,4
2022-05,78308860,3
2022-05,78311834,2
2022-05,78350690,5
2022-05,78353668,1
2022-05,78355788,3
2022-05,78360276,7
2022-05,78365787,2
2022-05,78370234,4
2022-05,78372377,1
2022-05,78390293,2
2022-05,78390301,4
2022-05,78401058,2
2022-05,78416262,1
2022-05,78419726,1
2022-05,78419890,3
2022-05,78422089,3
2022-05,78423714,5
2022-05,78425961,4
2022-05,78435600,1
2022-05,78449506,1
2022-05,78462729,1
2022-05,78467964,2
2022-05,78480052,2
2022-05,78483179,2
2022-05,78492528,1
2022-05,78502377,2
2022-05,78518236,2
2022-05,78519941,10
2022-05,78530946,1
2022-05,78533455,2
2022-05,78538995,5
2022-05,78543033,4
2022-05,78547145,2
2022-05,78568771,1
2022-05,78578785,5
2022-05,78581522,2
2022-05,78610066,9
2022-05,78614321,3
2022-05,78633425,5
2022-05,78635131,2
2022-05,78665135,12
2022-05,78724039,1
2022-05,78725198,3
2022-05,78732202,4
2022-05,78746037,3
2022-05,78746639,5
2022-05,78766169,3
2022-05,78782707,4
2022-05,78791545,1
2022-05,78791730,4
2022-05,78793172,2
2022-05,78794348,1
2022-05,78794987,1
2022-05,78796978,1
2022-05,78799204,3
2022-05,78801494,1
2022-05,78821919,2
2022-05,78824672,1
2022-05,78826088,2
2022-05,78854940,1
2022-05,78884126,7
2022-05,78898117,3
2022-05,78898950,2
2022-05,78918070,2
2022-05,78920508,3
2022-05,78931236,4
2022-05,79003272,1
2022-05,79018796,1
2022-05,79020571,2
2022-05,79025290,1
2022-05,79027204,1
2022-05,79033358,3
2022-05,79038050,1
2022-05,79043533,1
2022-05,79057090,3
2022-05,79058160,3
2022-05,79070905,7
2022-05,79072620,1
2022-05,79083331,1
2022-05,79083893,6
2022-05,79097609,1
2022-05,79099019,1
2022-05,79100332,1
2022-05,79130457,1
2022-05,79142784,2
2022-05,79151567,5
2022-05,79164891,1
2022-05,79165815,1
2022-05,79167163,1
2022-05,79171874,1
2022-05,79175695,3
2022-05,79177553,4
2022-05,79186087,1
2022-05,79210065,4
2022-05,79213250,4
2022-05,79221761,1
2022-05,79227926,1
2022-05,79238951,14
2022-05,79239178,3
2022-05,79245510,1
2022-05,79273646,1
2022-05,79277627,1
2022-05,79329134,1
2022-05,79337085,1
2022-05,79354036,1
2022-05,79391973,3
2022-05,79414550,5
2022-05,79430441,3
2022-05,79456893,2
2022-05,79460566,3
2022-05,79467900,2
2022-05,79478805,1
2022-05,79480549,3
2022-05,79495898,4
2022-05,79501765,1
2022-05,79517219,1
2022-05,79529277,3
2022-05,79541143,3
2022-05,79557692,2
2022-05,79559924,2
2022-05,79578558,4
2022-05,79584080,1
2022-05,79609286,1
2022-05,79630761,2
2022-05,79642967,2
2022-05,79663202,3
2022-05,79678004,1
2022-05,79753473,1
2022-05,79768722,7
2022-05,79784321,3
2022-05,79786617,1
2022-05,79786641,1
2022-05,79791639,2
2022-05,79792706,5
2022-05,79817140,1
2022-05,79826052,5
2022-05,79826748,2
2022-05,79841242,2
2022-05,79846682,1
2022-05,79853200,1
2022-05,79854725,3
2022-05,79861533,1
2022-05,79862667,5
2022-05,79862758,3
2022-05,79869662,3
2022-05,79869878,4
2022-05,79873443,1
2022-05,79876472,2
2022-05,79878291,3
2022-05,79880679,4
2022-05,79881110,1
2022-05,79881265,1
2022-05,79881600,4
2022-05,79884416,8
2022-05,79886303,4
2022-05,79889347,2
2022-05,79893501,1
2022-05,79894887,3
2022-05,79905593,1
2022-05,79906353,3
2022-05,79914204,2
2022-05,79918485,1
2022-05,79922376,3
2022-05,79926612,3
2022-05,79929054,1
2022-05,79931826,5
2022-05,79932272,8
2022-05,79934339,1
2022-05,79935043,1
2022-05,79937981,3
2022-05,79940461,2
2022-05,79947889,2
2022-05,79948694,2
2022-05,79950147,7
2022-05,79950432,1
2022-05,79966912,3
2022-05,79968515,2
2022-05,79971918,3
2022-05,79973202,2
2022-05,79974882,3
2022-05,79974922,3
2022-05,79975996,7
2022-05,79982744,1
2022-05,79983962,2
2022-05,79991374,3
2022-05,79991969,5
2022-05,79996075,4
2022-05,79998578,8
2022-05,80000489,1
2022-05,80003160,4
2022-05,80004453,3
2022-05,80004491,3
2022-05,80011290,1
2022-05,80011324,2
2022-05,80011561,2
2022-05,80013556,1
2022-05,80017207,1
2022-05,80018744,2
2022-05,80023742,1
2022-05,80023794,4
2022-05,80030664,8
2022-05,80037253,5
2022-05,80042058,3
2022-05,80051314,3
2022-05,80051811,3
2022-05,80056710,3
2022-05,80057461,27
2022-05,80059269,3
2022-05,80066429,3
2022-05,80070432,3
2022-05,80084078,3
2022-05,80084938,4
2022-05,80086487,1
2022-05,80088293,4
2022-05,80088457,3
2022-05,80089504,4
2022-05,80089912,4
2022-05,80093039,4
2022-05,80095967,1
2022-05,80097050,2
2022-05,80098314,2
2022-05,80098818,1
2022-05,80098890,1
2022-05,80100216,1
2022-05,80101089,1
2022-05,80104228,6
2022-05,80110426,2
2022-05,80110640,1
2022-05,80111832,5
2022-05,80114226,1
2022-05,80117166,1
2022-05,80120270,5
2022-05,80120331,3
2022-05,80125980,3
2022-05,80126742,8
2022-05,80134995,3
2022-05,80136958,1
2022-05,80141259,1
2022-05,80152254,3
2022-05,80153295,6
2022-05,80161395,8
2022-05,80162576,8
2022-05,80162830,4
2022-05,80175847,2
2022-05,80176021,1
2022-05,80176482,2
2022-05,80177997,2
2022-05,80178003,1
2022-05,80178118,1
2022-05,80195548,1
2022-05,80195978,1
2022-05,80216290,2
2022-05,80217803,2
2022-05,80221702,1
2022-05,80223470,5
2022-05,80227430,1
2022-05,80229625,4
2022-05,80232626,3
2022-05,80237208,1
2022-05,80244938,3
2022-05,80249686,2
2022-05,80254140,4
2022-05,80262372,3
2022-05,80267898,2
2022-05,80270142,4
2022-05,80279234,4
2022-05,80289836,2
2022-05,80292775,1
2022-05,80298144,2
2022-05,80299291,6
2022-05,80310157,3
2022-05,80317133,1
2022-05,80318023,1
2022-05,80334214,2
2022-05,80334363,1
2022-05,80335101,1
2022-05,80335718,2
2022-05,80337982,1
2022-05,80339661,5
2022-05,80341572,3
2022-05,80343511,5
2022-05,80345878,2
2022-05,80347952,1
2022-05,80348018,2
2022-05,80351719,1
2022-05,80354249,1
2022-05,80379698,4
2022-05,80398968,1
2022-05,80400231,3
2022-05,80400494,1
2022-05,80409129,1
2022-05,80409253,2
2022-05,80411559,2
2022-05,80412944,2
2022-05,80414793,3
2022-05,80417142,4
2022-05,80418399,1
2022-05,80419220,5
2022-05,80422263,5
2022-05,80424408,2
2022-05,80428761,2
2022-05,80430596,1
2022-05,80433552,6
2022-05,80445209,5
2022-05,80446994,7
2022-05,80456100,1
2022-05,80461157,1
2022-05,80461659,3
2022-05,80464747,2
2022-05,80465445,6
2022-05,80487589,5
2022-05,80489444,3
2022-05,80501741,1
2022-05,80505311,1
2022-05,80507443,1
2022-05,80509110,1
2022-05,80511477,2
2022-05,80511511,3
2022-05,80514471,4
2022-05,80515795,8
2022-05,80516416,5
2022-05,80516771,2
2022-05,80522707,2
2022-05,80535087,2
2022-05,80538000,1
2022-05,80546848,4
2022-05,80585555,1
2022-05,80591997,2
2022-05,80612616,5
2022-05,80613705,1
2022-05,80616486,5
2022-05,80617704,7
2022-05,80624739,6
2022-05,80630371,6
2022-05,80641408,1
2022-05,80649318,4
2022-05,80652572,3
2022-05,80652810,2
2022-05,80655991,4
2022-05,80657153,4
2022-05,80658529,7
2022-05,80663922,3
2022-05,80664862,1
2022-05,80674541,2
2022-05,80676027,2
2022-05,80695192,1
2022-05,80695455,2
2022-05,80699251,3
2022-05,80703593,3
2022-05,80715868,6
2022-05,80730447,2
2022-05,80733625,1
2022-05,80742761,5
2022-05,80743259,3
2022-05,80749011,4
2022-05,80752599,1
2022-05,80757112,1
2022-05,80763020,4
2022-05,80766406,1
2022-05,80768283,6
2022-05,80772133,1
2022-05,80786440,2
2022-05,80786875,12
2022-05,80789643,1
2022-05,80796872,2
2022-05,80802488,13
2022-05,80804256,2
2022-05,80809666,9
2022-05,80809835,1
2022-05,80837717,4
2022-05,80864479,1
2022-05,80876668,1
2022-05,80885577,7
2022-05,80888149,1
2022-05,80897547,2
2022-05,80902118,2
2022-05,80910872,3
2022-05,80911624,6
2022-05,80911918,1
2022-05,80914192,6
2022-05,80920243,4
2022-05,80932235,1
2022-05,80935304,8
2022-05,80937007,5
2022-05,80947128,1
2022-05,80948103,3
2022-05,80948724,7
2022-05,80948733,2
2022-05,80958567,10
2022-05,80961601,1
2022-05,80962888,4
2022-05,80963783,3
2022-05,80969152,4
2022-05,80975733,1
2022-05,80975782,4
2022-05,80982613,1
2022-05,80982862,1
2022-05,80983001,5
2022-05,80983189,6
2022-05,81005690,2
2022-05,81006546,2
2022-05,81006867,6
2022-05,81007904,6
2022-05,81008252,3
2022-05,81008551,1
2022-05,81012728,4
2022-05,81022389,1
2022-05,81023108,3
2022-05,81027843,1
2022-05,81031701,2
2022-05,81042251,1
2022-05,81043024,5
2022-05,81043181,2
2022-05,81053113,2
2022-05,81067822,1
2022-05,81072218,13
2022-05,81077228,17
2022-05,81078174,6
2022-05,81078976,1
2022-05,81079995,1
2022-05,81100612,3
2022-05,81101541,2
2022-05,81107372,1
2022-05,81110025,1
2022-05,81122699,6
2022-05,81128367,2
2022-05,81128415,2
2022-05,81137177,3
2022-05,81139232,2
2022-05,81142706,6
2022-05,81151725,1
2022-05,81159632,2
2022-05,81174391,9
2022-05,81178885,4
2022-05,81179732,1
2022-05,81183630,1
2022-05,81184505,2
2022-05,81195979,3
2022-05,81211714,2
2022-05,81218551,1
2022-05,81226833,1
2022-05,81227906,2
2022-05,81227913,2
2022-05,81228002,1
2022-05,81231521,3
2022-05,81232770,3
2022-05,81234048,2
2022-05,81260824,3
2022-05,81263214,5
2022-05,81288383,1
2022-05,81294751,1
2022-05,81307727,6
2022-05,81311873,4
2022-05,81314924,1
2022-05,81316001,6
2022-05,81318276,8
2022-05,81320979,8
2022-05,81321157,3
2022-05,81322238,5
2022-05,81331683,1
2022-05,81332731,3
2022-05,81333388,1
2022-05,81337749,3
2022-05,81342448,1
2022-05,81344329,6
2022-05,81349372,1
2022-05,81349983,5
2022-05,81353562,15
2022-05,81363342,14
2022-05,81370033,5
2022-05,81382689,7
2022-05,81384816,1
2022-05,81388694,5
2022-05,81395614,3
2022-05,81398878,1
2022-05,81411110,1
2022-05,81411784,3
2022-05,81420811,1
2022-05,81424259,8
2022-05,81429727,2
2022-05,81434032,4
2022-05,81440954,3
2022-05,81449425,2
2022-05,81451360,9
2022-05,81452260,9
2022-05,81502308,4
2022-05,81518943,7
2022-05,81528663,4
2022-05,81529266,1
2022-05,81542642,1
2022-05,81544522,1
2022-05,81546806,1
2022-05,81564846,3
2022-05,81584043,2
2022-05,81584500,4
2022-05,81587403,1
2022-05,81597638,2
2022-05,81601053,4
2022-05,81602106,1
2022-05,81603146,1
2022-05,81604527,3
2022-05,81614228,3
2022-05,81616773,2
2022-05,81626117,1
2022-05,81627071,9
2022-05,81631070,2
2022-05,81633256,1
2022-05,81640661,2
2022-05,81641193,5
2022-05,81642945,2
2022-05,81650211,1
2022-05,81650213,1
2022-05,81650534,4
2022-05,81655552,6
2022-05,81664681,1
2022-05,81666916,1
2022-05,81670547,1
2022-05,81673296,1
2022-05,81675247,6
2022-05,81675523,2
2022-05,81698717,1
2022-05,81721477,1
2022-05,81734926,1
2022-05,81744019,1
2022-05,81754503,1
2022-05,81775759,1
2022-05,81780917,3
2022-05,81788930,3
2022-05,81789694,2
2022-05,81799062,4
2022-05,81810819,4
2022-05,81811198,1
2022-05,81821474,2
2022-05,81829304,2
2022-05,81840697,2
2022-05,81864104,1
2022-05,81873285,1
2022-05,81873670,1
2022-05,81885093,4
2022-05,81892918,6
2022-05,81899684,2
2022-05,81918042,1
2022-05,81921291,1
2022-05,81945869,10
2022-05,81951301,1
2022-05,81967556,10
2022-05,81967582,2
2022-05,81969974,2
2022-05,81971634,6
2022-05,81979057,1
2022-05,81979485,4
2022-05,81984203,1
2022-05,81999281,1
2022-05,82006995,1
2022-05,82057030,5
2022-05,82064583,5
2022-05,82067648,5
2022-05,82069688,1
2022-05,82078246,1
2022-05,82079240,2
2022-05,82082269,1
2022-05,82095695,1
2022-05,82096266,4
2022-05,82099196,7
2022-05,82101107,2
2022-05,82108293,8
2022-05,82111350,2
2022-05,82112084,2
2022-05,82120101,3
2022-05,82120293,4
2022-05,82120324,3
2022-05,82127626,1
2022-05,82134994,3
2022-05,82141257,8
2022-05,82142396,4
2022-05,82155227,2
2022-05,82156422,2
2022-05,82161581,3
2022-05,82162514,4
2022-05,82169838,2
2022-05,82188539,4
2022-05,82188817,1
2022-05,82195916,3
2022-05,82203531,1
2022-05,82206198,1
2022-05,82208141,1
2022-05,82210454,3
2022-05,82211302,2
2022-05,82211539,1
2022-05,82215511,2
2022-05,82217747,1
2022-05,82219675,1
2022-05,82224110,3
2022-05,82229716,2
2022-05,82245897,1
2022-05,82249048,1
2022-05,82260054,3
2022-05,82276491,1
2022-05,82287467,3
2022-05,82288004,1
2022-05,82289103,1
2022-05,82292885,1
2022-05,82294444,4
2022-05,82297542,6
2022-05,82302628,4
2022-05,82307660,1
2022-05,82309934,4
2022-05,82315994,1
2022-05,82319449,1
2022-05,82323434,5
2022-05,82333045,3
2022-05,82335045,2
2022-05,82335097,2
2022-05,82339839,1
2022-05,82344610,1
2022-05,82355718,1
2022-05,82364661,2
2022-05,82376287,3
2022-05,82381466,5
2022-05,82387184,1
2022-05,82395365,3
2022-05,82398704,4
2022-05,82406686,1
2022-05,82409063,2
2022-05,82421822,1
2022-05,82422574,17
2022-05,82434616,2
2022-05,82446082,1
2022-05,82446212,1
2022-05,82447194,2
2022-05,82448468,1
2022-05,82449393,1
2022-05,82450076,3
2022-05,82451480,3
2022-05,82454876,2
2022-05,82461704,2
2022-05,82480907,1
2022-05,82502661,1
2022-05,82503648,1
2022-05,82505815,1
2022-05,82505876,5
2022-05,82505955,1
2022-05,82506608,4
2022-05,82520345,11
2022-05,82528426,1
2022-05,82533303,1
2022-05,82533506,7
2022-05,82537622,3
2022-05,82539895,1
2022-05,82555446,1
2022-05,82572809,1
2022-05,82584791,1
2022-05,82591420,1
2022-05,82612313,1
2022-05,82616344,1
2022-05,82638019,2
2022-05,82651701,1
2022-05,82655676,4
2022-05,82662311,2
2022-05,82665794,1
2022-05,82668076,1
2022-05,82669179,1
2022-05,82669947,2
2022-05,82673424,4
2022-05,82683802,9
2022-05,82701617,1
2022-05,82705977,3
2022-05,82710704,1
2022-05,82724227,4
2022-05,82740101,1
2022-05,82748944,2
2022-05,82751286,3
2022-05,82753017,4
2022-05,82755115,1
2022-05,82763777,1
2022-05,82771744,2
2022-05,82777565,4
2022-05,82788077,1
2022-05,82792597,1
2022-05,82795684,2
2022-05,82810273,3
2022-05,82810846,2
2022-05,82820497,2
2022-05,82820996,3
2022-05,82851460,2
2022-05,82857701,4
2022-05,82860252,3
2022-05,82863169,3
2022-05,82863949,2
2022-05,82868427,1
2022-05,82868928,1
2022-05,82875509,8
2022-05,82875620,7
2022-05,82875765,3
2022-05,82875846,1
2022-05,82881841,3
2022-05,82882557,5
2022-05,82882606,5
2022-05,82883254,5
2022-05,82891370,2
2022-05,82892369,1
2022-05,82897578,1
2022-05,82899485,1
2022-05,82911646,4
2022-05,82918054,1
2022-05,82927206,2
2022-05,82927742,1
2022-05,82929871,7
2022-05,82932802,6
2022-05,82934089,8
2022-05,82936082,1
2022-05,82939504,5
2022-05,82946192,2
